lexeme	knows	uses	citation	profs	predicative	accusative	possessive	aorist	infinitive	causative	ulcase
yapalı											u
yapılcan											u
yapıldak											u
yapıntı											u
yaprakbayırı											u
yapraklı											u
yarabbi											u
bülend			byɫent		byɫendim	byɫendi	byɫendim				l
yaralı											u
yaraş											u
yaraşlı											u
yarbasan											u
yarbasçandır											u
yardımcılar											u
yarhisar											u
yarıköy											u
yarımca			jaɾɯmdʒa	jaɾɯmdʒadʒɯ	jaɾɯmdʒajɯm	jaɾɯmdʒajɯ	jaɾɯmdʒam				u
yarımtepe											u
ağlama											l
bülent			byɫent	byɫenttʃi	byɫendim	byɫendi	byɫendim				l
yarma											u
yaslıca											u
yassıada			jassɯada	jassɯadadʒɯ	jassɯadajɯm	jassɯadajɯ	jassɯadam				u
yassıağıl											u
yassıbel											u
yassıçal											u
yassıhöyük											u
yassıören											u
yastıktepe											u
yatağan											u
bülheves											l
yavaşlar											u
yavi											u
yavrudoğan											u
yavu											u
yavuz											u
yavuzeli											u
yavuzköy											u
yavuzlu											u
yayakent											u
yayalar											u
bülten			byɫten	byɫtendʒi	byɫtenim	byɫteni	byɫtenim				l
yaycı											u
yaygın											u
yayıklı											u
yaykıl											u
yaykın											u
yayko											u
yaylaalan											u
yaylabaşı											u
yaylabayır											u
yaylacık											u
bülûğ											l
yayladağı											u
yayladere											u
yayladüzü											u
yaylak											u
yaylakent											u
yaylaköy											u
yaylayolu											u
yaylıca											u
yaylıkaya											u
yazıbağı											u
büluğ			bulu:	bulu:dʒu	buluum	buluu	buluum				l
yazıbaşı											u
yazıbelen											u
yazıçayırı											u
yazıcık											u
yazıcıoğlu											u
yazıhan											u
yazıhöyük											u
yazıkent											u
yazıkınık											u
yazıköy											u
bünyan											l
yazılı											u
yazıpınar											u
yazır											u
yazırlı											u
yazla											u
yazlık											u
yazpınar											u
yb											u
yd											u
yecuc											u
bünyat											l
yedigöze											u
yedikule											u
yedisu											u
yeditepe											u
yeğen s sitesi											u
yelatan											u
yeleğen											u
yelek											u
yelki											u
yelten											u
bünye			bynje		bynjejim	bynjeji	bynjem				l
yemen			jemen	jemendʒi	jemenim	jemeni	jemenim				u
yemişli											u
yemişlik											u
yemliha											u
yeni mahalle											u
yenibedir											u
yenibozören											u
yeniçağa											u
yeniçağlar											u
yeniçam											u
bürçük											l
yeniçamlıca											u
yeniçepni											u
yeniçiftlik											u
yeniçiftlik sa											u
yeniçubuk											u
yenice											u
yenicegörece											u
yenicekaya											u
yenicekent											u
yeniceköy											u
büret											l
yeniceoba											u
yenidoğan											u
yenidoğanlı											u
yenifakılı											u
yenifoça											u
yenihisar didim											u
yenikadın											u
yenikapı											u
yenikaraağaç											u
yenikarahisar											u
abadi											l
ağlamak											l
bürgü											l
yenikent											u
yenikışla											u
yeniköprü											u
yeniköseler											u
yeniköy			jenikøj			jenikøjy	jenikøjym				u
yenikonak											u
yenikuyu											u
yenimehmetli											u
yenimucahir											u
yenipazar											u
bürhan											l
yenişakran											u
yenişehir											u
yenisu											u
yenitaşköprü											u
yenitoptepe											u
yeniyapan											u
yeniyapanşeyhli											u
yeniyaylacık											u
yeniyörük											u
yeniyurt											u
büro			byɾo	byɾodʒu	byɾojum	byɾoju	byɾom				l
yerkesik											u
yerköy											u
yeşerti											u
yeşilalan											u
yeşilbağ											u
yeşilbayır											u
yeşilbük											u
yeşilçam											u
yeşilçay											u
yeşilçomlu											u
bürülü											l
yeşilce											u
yeşildağ											u
yeşildam											u
yeşildeniz											u
yeşildere											u
yeşildumlupınar											u
yeşilgölcük											u
yeşilhisar											u
yeşilhüyük											u
yeşilkavak											u
bürüm											l
yeşilkaya											u
yeşilkent											u
yeşilköy			jeʃiɫkøj	jeʃiɫkøjdʒy	jeʃiɫkøjym	jeʃiɫkøjy	jeʃiɫkøjym				u
yeşilli											u
yeşilöz											u
yeşilözen											u
yeşilova											u
yeşilsırt											u
yeşiltepe											u
yeşilüzümlü											u
bürümek											l
yeşilvadi											u
yeşilyalı											u
yeşilyayla											u
yeşilyazı											u
yeşilyenice											u
yeşilyöre											u
yeşilyurt			jeʃiɫjuɾt	jeʃiɫjuɾttʃu	jeʃiɫjuɾdum	jeʃiɫjuɾdu	jeʃiɫjuɾdum				u
yeşilyuva											u
yezdan											u
yezidi											u
bürüncük											l
yığılca											u
yılanlı											u
yıldırım											u
yıldırımelören											u
yıldırımören											u
yıldız											u
yıldızeli											u
yıldızlı											u
yıldızören											u
yıldıztepe											u
bürünmek											l
yılmazlar											u
yiğitler											u
yiğitli											u
yiğityolu											u
ykb											u
yo											u
yök			jøk	jøktʃy	jøkym	jøky	jøkym				u
yöo											u
yöreli											u
yörük											u
bürudet											l
yörükler											u
yörüklü											u
yoğunhisar											u
yoğunoluk											u
yoğurtçu											u
yokuşdibi											u
yokuşlu											u
yolağzı											u
yolalan											u
yolbaşı											u
büsbütün											l
yolçatı											u
yolcular											u
yolgeçen											u
yolindi											u
yolkonak											u
yollarbaşı											u
yolüstü											u
yomra											u
yoncaköy											u
yoncalı											u
ağleb											l
büst			byst	bysttʃy	bystym	bysty	bystym				l
yorga											u
yortanpazarı											u
yozgat											u
yrb											u
yse											u
ytp											u
yücabağ											u
yücekapı											u
yücelen											u
yük											u
bütadiyen											l
yüklü											u
yüksekova											u
yükselen											u
yüllüce											u
yünlüce											u
yüreğil											u
yüreğir											u
yürekli											u
yürücekler											u
yüzüncü yıl kampüs											u
bütçe			byttʃe	byttʃedʒi	byttʃejim	byttʃeji	byttʃem				l
yüzüncüyıl											u
yugoslavyalı											u
yukarıağcagüney											u
yukarıbilenler											u
yukarıboğaz											u
yukarıçavundur											u
yukarıçiğil											u
yukarıdörmeli											u
yukarıdurak											u
yukarıekinci											u
bütil											l
yukarıesenli											u
yukarıgöçmez											u
yukarıgökdere											u
yukarıgöklü											u
yukarıkale											u
yukarıkaraman											u
yukarıkaraören											u
yukarıkaravaiz											u
yukarıkaşıkara											u
yukarıkayalar											u
bütün											l
yukarıkızılca											u
yukarıkocayatak											u
yukarıöz											u
yukarıovacık											u
yukarışeyhler											u
yukarısarıkaya											u
yukarısazcağız											u
yukarıtırtar											u
yukarıtopraklı											u
yukarıyaylabel											u
bütüncüllük											l
yulaflı											u
yumaklıcerit											u
yumrutaş											u
yumurtalık											u
yun											u
yunak											u
yunan											u
yunus											u
yunuseli											u
yunusemre											u
büvelek											l
yunuslar											u
yunusoğlu											u
yurtbaşı											u
yurtbeyli											u
yurtpınar											u
yusufça											u
yusufçamı											u
yusufeli											u
yusufuşağı											u
yuva											u
büvet											l
yuvacık											u
yuvaköy											u
yuvalı											u
yuvalıdere											u
yuvasaray											u
yy											u
yz											u
z											u
zafer											u
zaferiye											u
büyü											l
zafertepeçalköy											u
zaloğlu											u
zara											u
zaviye											u
zb											u
zebur											u
zekeriya											u
zekeriyaköy											u
zengen											u
zengibar											u
büyücek											l
zerdüşt											u
zeyne											u
zeyrek											u
zeytinada											u
zeytinalanı											u
zeytinbağ											u
zeytinbeli											u
zeytindağ											u
zeytinköy											u
zeytinli											u
ağma											l
büyük											l
zeytinlik											u
zeytinlik göl											u
zeytinliova											u
zeytinova											u
zf											u
zırlankaya											u
zile											u
zincirlikuyu											u
zirekli											u
ziyaret											u
büyüleme											l
zn											u
zonguldak			zonguɫdak			zonguɫdaɯ	zonguɫdaɯm				u
zr											u
zühal											u
zühre			zyhɾe	zyhɾeji	zyhɾejim	zyhɾedʒi	zyhɾem				u
zümrütova											u
zürih											ubüyülteç											l
büyültmek											l
büyüme			byjymek					byjyɾ		byjyt	l
büyümek											l
büyütmek											l
büz											l
büzdürmek											l
büzgü											l
ağmak											l
büzmek											l
büzük											l
büzülmek											l
buat											l
buçuk			butʃuk	butʃuktʃu	butʃuum	butʃuu	butʃuum				l
bucak			budʒak	budʒaktʃɯ	budʒaɯm	budʒaɯ	budʒaɯm				l
bud											l
budacık											l
budak			budak	budaktʃɯ	budaɯm	budaɯ	budaɯm				l
budala			budaɫa		budaɫajɯm	budaɫajɯ	budaɫam				l
ağmantarlar											l
budama			budamak					budaɾ		budat	l
budamak			budamak					budaɾ		budat	l
budun			budun		budunum	budunu	budunum				l
buduvar											l
bufa											l
buğday											l
buğdaybiti											l
buğu			buu		buujum	buuju	buum				l
buğur											l
buğz											l
ağnam											l
bugün			bugyn		bugynym	bugyny	bugynym				l
bugünkü											l
buhar			buhaɾ		buhaɾɯm	buhaɾɯ	buhaɾɯm				l
buharlama											l
buhran											l
buhur											l
buji											l
bukadar											l
bukağı											l
bukalemun			bukaɫemun	bukaɫemundʒu	bukaɫemunum	bukaɫemunu	bukaɫemunum				l
ağnamak											l
buket			buket		buketim	buketi	buketim				l
bukle											l
bukran											l
bukuk											l
bul											l
bulaç											l
bulaca											l
bulada											l
bulak											l
bulama			buɫamak					buɫaɾ		buɫat	l
ağniya											l
bulamac											l
bulamak			buɫamak					buɫaɾ		buɫat	l
bulandırılmak											l
bulandırmak											l
bulaşıcı											l
bulaşmak											l
buldok			buɫdog	buɫdogdʒu	buɫdoum	buɫdou	buɫdoum				l
buldozer			buɫdozeɾ		buɫdozeɾim	buɫdozeɾi	buɫdozeɾim				l
buldumcuk											l
bulgari											l
ağraz											l
bulgu			buɫgu		buɫgujum	buɫguju	buɫgum				l
bulgur			buɫguɾ		buɫguɾum	buɫguɾu	buɫguɾum				l
bullak											l
bulma											l
bulmaca											l
bulmak			buɫmak					buɫuɾ		buɫduɾ	l
bulon											l
bulûz											l
bulucu											l
buluğ			bulu:		buluum	buluu	buluum				l
ağrı			a:ɾɯ		a:ɾɯjɯm	a:ɾɯjɯ	a:ɾɯm				l
bulunak											l
bulunç											l
bulundurmak											l
bulunmak											l
buluş											l
buluşma											l
buluşmak			buɫuʃmak					buɫuʃuɾ		buɫuʃtuɾ	l
bulut											l
bulutlanmak											l
bulvar			bulvaɾ	bulvaɾdʒɯ	bulvaɾɯm	bulvaɾɯ	bulvaɾɯm				l
abajur											l
ağrıkesen											l
bum											l
bumba			bumba		bumbajɯm	bumbajɯ	bumbam				l
bumbar											l
bun											l
buna											l
bunak			bunak	bunaktʃɯ	bunaɯm	bunaɯ	bunaɯm				l
bunalmak			bunaɫmak					bunaɫɯɾ		bunaɫt	l
bunamak			bunamak					bunaɾ		bunat	l
bunca			bundʒa	bundʒadʒɯ	bundʒajɯm	bundʒajɯ	bundʒam				l
bundan											l
ağrımak			a:ɾɯmak					a:ɾɯɾ		a:ɾɯt	l
bungalow											l
bungun											l
bunluk											l
bunsen											l
bunu											l
bunun											l
bur											l
bura											l
burağan											l
buralı											l
ağsı											l
buram											l
buram buram											l
buran											l
buranda											l
burası			buɾasɯ		buɾasɯjɯm	buɾasɯnɯ	buɾam				l
burc											l
burç			buɾtʃ		buɾdʒum	buɾdʒu					l
burçak			buɾtʃak	buɾtʃaktʃɯ	buɾtʃaɯm	buɾtʃaɯ	buɾtʃaɯm				l
burçun											l
burcu											l
ağu			a:u		a:ujum	a:uju	a:um				l
burdan											l
burgacık											l
burgu			buɾgu		buɾgujum	buɾguju	buɾgum				l
burgulamak											l
burhan											l
burjuva											l
burjuvazi			buɾʒuazi		buɾʒuazijim	buɾʒuaziji	buɾʒuazim				l
burkmak											l
burkulmak											l
burkutmak											l
ağucuk											l
burlesk											l
burma			buɾmak					buɾaɾ~buɾuɾ		buɾduɾ	l
burmak			buɾmak					buɾaɾ		buɾduɾ	l
burn-											l
burnu											l
burnuz			boɾnoz	boɾnozdʒu	boɾnozum	boɾnozu	boɾnozum				l
burs			buɾs		buɾsum	buɾsu	buɾsum				l
burtlak											l
buru											l
buruk			buɾuk		buɾuum	buɾuu	buɾuum				l
ağuş											l
burulmak											l
burum											l
burun											l
burundeliği											l
burunduruk											l
buruntu											l
buruş											l
buruşmak			buɾuʃmak					buɾuʃuɾ		buɾuʃtuɾ	l
buşon											l
buse			bu:se		bu:sejim	bu:seji	bu:sem				l
ağustos											l
buselik											l
buster											l
but			but	buttʃu	butum	butu	butum				l
butik			butik		butiim	butii	butiim				l
butlan											l
buud											l
buut											l
buydurma											l
buymak											l
buyot											l
ağyar											l
buyruk			bujɾuk	bujɾuktʃu	bujɾuum	bujɾuu	bujɾuum				l
buyrultu											l
buyurmak			bujuɾmak					bujuɾuɾ		bujuɾt	l
buz			buz		buzum	buzu	buzum				l
buzağı											l
buzçözer											l
buzul											l
buzul ara dönemi											l
buzulaltı											l
by											l
ağz-											l
çaba			tʃaba	tʃabadʒɯ	tʃabajɯm	tʃabajɯ	tʃabam				l
çabalamak											l
çabucacık											l
çabucak			tʃabudʒak			tʃabudʒaɯ	tʃabudʒaɯm				l
çabuk			tʃabuk		tʃabuum	tʃabuu	tʃabuum				l
çabukça											l
çaça											l
çaçaron			tʃatʃaɾon		tʃatʃaɾonum	tʃatʃaɾonu	tʃatʃaɾonum				l
çadır			tʃadɯɾ		tʃadɯɾɯm	tʃadɯɾɯ	tʃadɯɾɯm				l
çadırcılık											l
ağzı											l
çağ			tʃa:		tʃaɯm	tʃaɯ	tʃaɯm				l
çağa											l
çağan											l
çağanak											l
çağanak takımı											l
çağanoz			tʃaanoz		tʃaanozum	tʃaanozu	tʃaanozum				l
çağbilimi											l
çağdaş											l
çağıl											l
çağırıcı											l
abak											l
agâh											l
çağırmak			tʃaɯɾmak					tʃaɯɾɯɾ		tʃaɯɾt	l
çağırtkan											l
çağla											l
çağlama			tʃaɟɫamak					tʃaɟɫaɾ		tʃaɟɫat	l
çağlı											l
çağlık											l
çağmak											l
çağnak											l
çağrı											l
çağrıcı											l
agamagiller											l
çağrılmak											l
çağrışmak											l
çagaşımsal											l
çak											l
çakal			tʃakaɫ		tʃakaɫɯm	tʃakaɫɯ	tʃakaɫɯm				l
çakaloz											l
çakar											l
çakı			tʃakɯ		tʃakɯjɯm	tʃakɯjɯ	tʃakɯm				l
çakıçak											l
çakıl			tʃakɯɫ	tʃakɯɫdʒɯ	tʃakɯɫɯm	tʃakɯɫɯ	tʃakɯɫɯm				l
aganta											l
çakıldak											l
çakıldamak											l
çakılı											l
çakıllı											l
çakılmak											l
çakım											l
çakır											l
çakırcı											l
çakışık											l
çakışmak											l
agaragar											l
çakkal											l
çakma											l
çakmak			tʃakmak		tʃakmaɯm	tʃakmaɯ	tʃakmaɯm				l
çakmakçı											l
çakoz											l
çakşır											l
çaktırılmak											l
çaktırmak											l
çal											l
çal-											l
agat											l
çala-											l
çalacak											l
çalak											l
çalakalem											l
çalapa											l
çalapaça											l
çalar											l
çalarsaat			tʃaɫaɾsaat		tʃaɫaɾsaatim	tʃaɫaɾsaati	tʃaɫaɾsaatim				l
çalçene											l
çaldırılmak											l
agel											l
çaldırmak											l
çalgı			tʃaɫgɯ	tʃaɫgɯdʒɯ	tʃaɫgɯjɯm	tʃaɫgɯjɯ	tʃaɫgɯm				l
çalgıcı											l
çalgıcı kutu											l
çalı			tʃaɫɯ	tʃaɫɯdʒɯ	tʃaɫɯjɯm	tʃaɫɯjɯ	tʃaɫɯm				l
çalı dikeni											l
çalıfasulyesi											l
çalık											l
çalıkavak											l
çalım											l
aglomera											l
çalımlamak											l
çalınmak											l
çalış											l
çalışkan			tʃaɫɯʃkan	tʃaɫɯʃkandʒɯ	tʃaɫɯʃkanɯm	tʃaɫɯʃkanɯ	tʃaɫɯʃkanɯm				l
çalışmak			tʃaɫɯʃmak					tʃaɫɯʃɯɾ		tʃaɫɯʃtɯɾ	l
çalkağı											l
çalkalamak											l
çalkama											l
çalkamak											l
çalkanmak											l
agnosi											l
çalkar											l
çalma											l
çalmak			tʃaɫmak					tʃaɫaɾ		tʃaɫdɯɾ	l
çalpara			tʃaɫpaɾa	tʃaɫpaɾadʒɯ	tʃaɫpaɾajɯm	tʃaɫpaɾajɯ	tʃaɫpaɾam				l
çaluk											l
çalyaka											l
çam			tʃam	tʃamdʒɯ	tʃamɯm	tʃamɯ	tʃamɯm				l
çamak											l
çamaşır			tʃamaʃɯɾ		tʃamaʃɯɾɯm	tʃamaʃɯɾɯ	tʃamaʃɯɾɯm				l
çamaşırcı											l
agora											l
çamça											l
çamçak											l
çamfıstığı											l
çamuka											l
çamur			tʃamuɾ		tʃamuɾum	tʃamuɾu	tʃamuɾum				l
çamurcuk											l
çan			tʃan		tʃanɯm	tʃanɯ	tʃanɯm				l
çanak			tʃanak		tʃanaɯm	tʃanaɯ	tʃanaɯm				l
çanakçı											l
çanaklık											l
agraf											l
çançan											l
çançiçeği											l
çancı											l
çandır											l
çangal											l
çangıl çungul											l
çangır											l
çanıltı											l
çankulesi											l
çanta											l
abalı											l
agrafi											l
çap			tʃap	tʃaptʃɯ	tʃapɯm	tʃapɯ	tʃapɯm				l
çapa			tʃapa	tʃapadʒɯ	tʃapajɯm	tʃapajɯ	tʃapam				l
çapaçul											l
çapak											l
çapalamak											l
çapan çapar											l
çapanak											l
çapanoğlu											l
çapar											l
çaparı											l
agrandise											l
çaparız			tʃapaɾiz		tʃapaɾizim	tʃapaɾizi	tʃapaɾizim				l
çapçak											l
çapıcı											l
çapkın			tʃapkɯn		tʃapkɯnɯm	tʃapkɯnɯ	tʃapkɯnɯm				l
çapla											l
çaplama											l
çaplı											l
çapmak											l
çaprak											l
çapraşık			tʃapɾaʃɯk		tʃapɾaʃɯɯm	tʃapɾaʃɯɯ	tʃapɾaʃɯɯm				l
agrega											l
çapraz			tʃapɾaz		tʃapɾazɯm	tʃapɾazɯ	tʃapɾazɯm				l
çapul											l
çaput			tʃaput		tʃaputum	tʃaputu	tʃaputum				l
çar											l
çarçabuk											l
çarçur											l
çardak			tʃaɾdak		tʃaɾdaɯm	tʃaɾdaɯ	tʃaɾdaɯm				l
çare											l
çaresiz											l
çareviç											l
ags-											l
çargâh											l
çarhetmek											l
çarık											l
çariçe			tʃaɾitʃe		tʃaɾitʃejim	tʃaɾitʃeji	tʃaɾitʃem				l
çark											l
çarkçı											l
çarlık											l
çarmıh			tʃaɾmɯh		tʃaɾmɯhɯm	tʃaɾmɯhɯ	tʃaɾmɯhɯm				l
çarmık			tʃaɾmɯh	tʃaɾmɯhtʃɯ	tʃaɾmɯhɯm	tʃaɾmɯhɯ	tʃaɾmɯhɯm				l
çarnaçar											l
agu											l
çarpan											l
çarpı			tʃaɾpɯ	tʃaɾpɯdʒɯ	tʃaɾpɯjɯm	tʃaɾpɯjɯ	tʃaɾpɯm				l
çarpık											l
çarpılan											l
çarpılmak											l
çarpım											l
çarpınç											l
çarpınmak											l
çarpışılmak lmp											l
çarpışma											l
ah			ah	ahtʃɯ	a:hɯm	a:hɯ	a:hɯm				l
çarpıtma											l
çarpıtmak			tʃaɾpɯtmak					tʃaɾpɯtɯɾ		tʃaɾpɯttɯɾ	l
çarpma			tʃaɾpmak					tʃaɾpaɾ		tʃaɾptɯɾ	l
çarpmak											l
çarptırmak											l
çarşaf			tʃaɾʃaf	tʃaɾʃaftʃɯ	tʃaɾʃafɯm	tʃaɾʃafɯ	tʃaɾʃafɯm				l
çarşaflamak											l
çarşamba			tʃaɾʃamba	tʃaɾʃambadʒɯ	tʃaɾʃambajɯm	tʃaɾʃambajɯ	tʃaɾʃambam				l
çarşı			tʃaɾʃɯ		tʃaɾʃɯjɯm	tʃaɾʃɯjɯ	tʃaɾʃɯm				l
çarter											l
aha											l
çaşıd											l
çaşıt											l
çasar											l
çat											l
çatak											l
çatal			tʃataɫ		tʃataɫɯm	tʃataɫɯ	tʃataɫɯm				l
çatalağız											l
çatalkuyruk											l
çatana											l
çatapat											l
ahadiyet											l
çatı			tʃatɯ		tʃatɯjɯm	tʃatɯjɯ	tʃatɯm				l
çatıaltı											l
çatık											l
çatılı											l
çatılmak											l
çatır											l
çatışık											l
çatışmak un											l
çatkı											l
çatkın											l
ahali			aha:ɫi		aha:ɫijim	aha:ɫiji	aha:ɫim				l
çatlak			tʃatɫak		tʃatɫaɯm	tʃatɫaɯ	tʃatɫaɯm				l
çatlama											l
çatlamak			tʃatɫamak					tʃatɫaɾ		tʃatɫat	l
çatma			tʃatmak					tʃataɾ		tʃattɯɾ	l
çatmak			tʃatmak					tʃataɾ		tʃattɯɾ	l
çatpat			tʃatpat	tʃatpattʃɯ	tʃatpatɯm	tʃatpatɯ	tʃatpatɯm				l
çatra											l
çatra patra											l
çattırmak											l
çatur											l
ahar											l
çav											l
çavalye											l
çavdar			tʃavdaɾ		tʃavdaɾɯm	tʃavdaɾɯ	tʃavdaɾɯm				l
çavlan			tʃavɫan~tʃa:ɫajan		tʃavɫanɯm~tʃa:ɫajanɯm	tʃavɫanɯ~tʃa:ɫajanɯ	tʃavɫanɯm~tʃa:ɫajanɯm				l
çavlı											l
çavmak											l
çavşır											l
çavun											l
çavuş			tʃavuʃ		tʃavuʃum	tʃavuʃu	tʃavuʃum				l
çavuşkuşu											l
abamak											l
ahbab			ahbap		ahba:bɯm	ahba:bɯ	ahba:bɯm				l
çavuşüzümü											l
çay			tʃaj		tʃajɯm	tʃajɯ	tʃajɯm				l
çaycı											l
çayır											l
çayır çayır											l
çayırgüzeli											l
çaylak			tʃajɫak	tʃajɫaktʃɯ	tʃajɫaɯm	tʃajɫaɯ	tʃajɫaɯm				l
çaylık											l
çeç											l
çeçe											l
ahbap											l
çedik											l
çegane											l
çehiz											l
çehre											l
çek											l
çek -i											l
çekap											l
çekçek			tʃektʃek		tʃektʃeim	tʃektʃei	tʃektʃeim				l
çeke											l
çekecek			tʃekedʒek		tʃekedʒeim	tʃekedʒei	tʃekedʒeim				l
ahbapça											l
çekek			tʃekek	tʃekektʃi	tʃekeim	tʃekei	tʃekeim				l
çekel											l
çekelemek											l
çekelez											l
çekem											l
çekememek											l
çeker											l
çeki			tʃeki	tʃekidʒi	tʃekijim	tʃekiji	tʃekim				l
çekic			tʃekitʃ	tʃekitʃtʃi	tʃekidʒim	tʃekidʒi	tʃekidʒim				l
çekiç											l
ahçı											l
çekiçbaşlı											l
çekici											l
çekidüzen											l
çekik			tʃekik	tʃekiktʃi	tʃekiim	tʃekii	tʃekiim				l
çekilgen											l
çekilir											l
çekilmek											l
çekim											l
çekimci											l
çekin											l
ahcar											l
çekin kopması											l
çekince											l
çekinecek											l
çekingen											l
çekinmek			tʃekinmek					tʃekiniɾ		tʃekindiɾ	l
çekirdecik											l
çekirdek											l
çekirge			tʃekiɾge		tʃekiɾgejim	tʃekiɾgeji	tʃekiɾgem				l
çekiş											l
çekişmek											l
ahd-											l
çekit											l
çekitaşı											l
çekkin											l
çekme											l
çekmek			tʃekmek					tʃekeɾ		tʃektiɾ	l
çekmekat											l
çekmen											l
çekmez											l
çektiri											l
çektirme											l
ahdar											l
çektirmek											l
çekül			ʃa:kyɫ	ʃa:kyɫdʒy	ʃa:kyɫym	ʃa:kyɫy	ʃa:kyɫym				l
çelebi											l
çelenç											l
çelenk			tʃeɫenk	tʃeɫenktʃi	tʃeɫengim	tʃeɫengi	tʃeɫengim				l
çelgi											l
çelik											l
çelikbaş											l
çelim											l
çelişik											l
ahden											l
çello											l
çelme			tʃeɫme	tʃeɫmedʒi	tʃeɫmejim	tʃeɫmeji	tʃeɫmem				l
çelmek											l
çelmik											l
çeltik			tʃeɫtik		tʃeɫtiim	tʃeɫtii	tʃeɫtiim				l
çember			tʃembeɾ		tʃembeɾim	tʃembeɾi	tʃembeɾim				l
çemberimsi											l
çemçe											l
çemen											l
çemkirmek											l
ahen											l
çemrelemek											l
çemremek											l
çendele											l
çene			tʃene	tʃenedʒi	tʃenejim	tʃeneji	tʃenem				l
çenealtı											l
çenge											l
çengel											l
çengellemek											l
çengi			tʃengi	tʃengidʒi	tʃengijim	tʃengiji	tʃengim				l
çenilemek											l
ahenk											l
çenk											l
çent											l
çentik			tʃentik	tʃentiktʃi	tʃentiim	tʃentii	tʃentiim				l
çentiklemek											l
çentmek											l
çepçevre											l
çepeçevre											l
çepel											l
çepellenmek											l
çeper											l
abandırmak											l
ahenkleşmek											l
çepiç											l
çepin											l
çepken											l
çer											l
çerağ											l
çerçeve			tʃeɾtʃeve	tʃeɾtʃevedʒi	tʃeɾtʃevejim	tʃeɾtʃeveji	tʃeɾtʃevem				l
çerçeveci											l
çerçi											l
çerçöp											l
çerez											l
aheste			a:heste	a:hestedʒi	a:hestejim	a:hesteji	a:hestem				l
çerge											l
çeri											l
çermik											l
çerviş											l
çeşid											l
çeşit			tʃeʃit	tʃeʃittʃi	tʃeʃidim	tʃeʃidi	tʃeʃidim				l
çeşitgen											l
çeşm											l
çeşme			tʃeʃme	tʃeʃmedʒi	tʃeʃmejim	tʃeʃmeji	tʃeʃmem				l
çeşmibülbül			tʃeʃmibyɫbyɫ		tʃeʃmibyɫbyɫym	tʃeʃmibyɫbyɫy	tʃeʃmibyɫbyɫym				l
ahetmek											l
çeşni											l
çeşnici											l
çete			tʃete		tʃetejim	tʃeteji	tʃetem				l
çetele											l
çeten											l
çetik											l
çetin			tʃetin		tʃetinim	tʃetini	tʃetinim				l
çetinleşmek											l
çetrefil			tʃetɾefiɫ	tʃetɾefiɫdʒi	tʃetɾefiɫim	tʃetɾefiɫi	tʃetɾefiɫim				l
çev											l
ahfad											l
çevaliye											l
çevgen											l
çevik			tʃevik	tʃeviktʃi	tʃeviim	tʃevii	tʃeviim				l
çevirgeç											l
çevirme			tʃeviɾmek					tʃeviɾiɾ		tʃeviɾt	l
çevirmek											l
çevkân											l
çevre			tʃevɾe		tʃevɾejim	tʃevɾeji	tʃevɾem				l
çevrelemek											l
çevri											l
ahfat											l
çevrik											l
çevrili											l
çevrilmek											l
çeyiz											l
çeyizlemek											l
çeync											l
çeyrek			tʃejɾek	tʃejɾektʃi	tʃejɾeim	tʃejɾei	tʃejɾeim				l
çeyrekçi											l
çıban			tʃɯban		tʃɯbanɯm	tʃɯbanɯ	tʃɯbanɯm				l
çıdam											l
ahfeş											l
çıfıt			tʃɯfɯt	tʃɯfɯttʃɯ	tʃɯfɯdɯm	tʃɯfɯdɯ	tʃɯfɯdɯm				l
çığ			tʃɯ:		tʃɯɯm	tʃɯɯ	tʃɯɯm				l
çığa											l
çığıltı											l
çığır			tʃɯɯɾ		tʃɯɯɾɯm	tʃɯɯɾɯ	tʃɯɯɾɯm				l
çığırmak			tʃɯɯɾmak					tʃɯɯɾɯɾ		tʃɯɯɾt	l
çığırtı											l
çığlık			tʃɯ:ɫɯk	tʃɯ:ɫɯktʃɯ	tʃɯ:ɫɯɯm	tʃɯ:ɫɯɯ	tʃɯ:ɫɯɯm				l
çığrış											l
çığsak											l
ahi											l
çıkacak											l
çıkagelmek											l
çıkar											l
çıkaran											l
çıkarmak			tʃɯkaɾmak					tʃɯkaɾɯɾ		tʃɯkaɾttɯɾ	l
çıkarsama											l
çıkartma											l
çıkartmak											l
çıkaryol											l
çıkat											l
ahı											l
çıkı											l
çıkık			tʃɯkɯk	tʃɯkɯktʃɯ	tʃɯkɯɯm	tʃɯkɯɯ	tʃɯkɯɯm				l
çıkılmak											l
çıkın											l
çıkıntı			tʃɯkɯntɯ	tʃɯkɯntɯdʒɯ	tʃɯkɯntɯjɯm	tʃɯkɯntɯjɯ	tʃɯkɯntɯm				l
çıkış											l
çıkışçı											l
çıkışmak											l
çıkıt											l
çıkma			tʃɯkmak					tʃɯkaɾ		tʃɯkaɾ	l
ahım şahım											l
çıkmak											l
çıkmaz											l
çıkolata			tʃukuɫata	tʃukuɫatadʒɯ	tʃukuɫatajɯm	tʃukuɫatajɯ	tʃukuɫatam				l
çıkra											l
çıkrık			tʃɯkɾɯk	tʃɯkɾɯktʃɯ	tʃɯkɾɯɯm	tʃɯkɾɯɯ	tʃɯkɾɯɯm				l
çıktı											l
çılan											l
çılbır			tʃɯɫbɯɾ		tʃɯɫbɯɾɯm	tʃɯɫbɯɾɯ	tʃɯɫbɯɾɯm				l
çıldır cıldır											l
